1.060000000000000000e+02,3.939190000000000191e-01,9.191449999999999898e-01,3.144852279519656790e-02
3.480000000000000000e+02,4.472140000000000004e-01,8.944269999999999721e-01,7.292132832717733437e-02
5.070000000000000000e+02,4.472140000000000004e-01,8.944269999999999721e-01,7.292132832717733437e-02
4.470000000000000000e+02,4.472140000000000004e-01,8.944269999999999721e-01,7.292132832717733437e-02
5.160000000000000000e+02,3.162280000000000091e-01,9.486830000000000540e-01,8.378235179917070674e-02
2.010000000000000000e+02,4.705880000000000063e-01,8.823530000000000539e-01,9.776902552956118209e-02
3.910000000000000000e+02,4.741000000000000214e-01,8.804710000000000036e-01,1.016124590835198321e-01
5.200000000000000000e+01,5.144959999999999534e-01,8.574929999999999497e-01,1.471967359182939916e-01
4.930000000000000000e+02,5.546999999999999709e-01,8.320499999999999563e-01,1.945360956223805560e-01
4.190000000000000000e+02,5.546999999999999709e-01,8.320499999999999563e-01,1.945360956223805560e-01
4.060000000000000000e+02,5.665289999999999493e-01,8.240420000000000522e-01,2.087997260654332055e-01
4.590000000000000000e+02,5.665289999999999493e-01,8.240420000000000522e-01,2.087997260654332055e-01
4.110000000000000000e+02,5.681910000000000016e-01,8.228969999999999896e-01,2.108159981832498087e-01
2.140000000000000000e+02,5.774650000000000061e-01,8.164160000000000306e-01,2.221227392254110922e-01
1.360000000000000000e+02,5.780170000000000030e-01,8.160239999999999716e-01,2.227995082243225955e-01
7.000000000000000000e+01,5.812380000000000324e-01,8.137330000000000396e-01,2.267507617032409883e-01
2.820000000000000000e+02,5.861199999999999743e-01,8.102240000000000553e-01,2.327616475624795789e-01
1.330000000000000000e+02,5.861199999999999743e-01,8.102240000000000553e-01,2.327616475624795789e-01
6.000000000000000000e+01,5.881720000000000281e-01,8.087360000000000104e-01,2.352960247858003895e-01
1.810000000000000000e+02,6.152710000000000123e-01,7.883160000000000167e-01,2.692272632869858184e-01
5.000000000000000000e+00,6.246950000000000003e-01,7.808690000000000353e-01,2.812350230430057385e-01
3.730000000000000000e+02,6.246950000000000003e-01,7.808690000000000353e-01,2.812350230430057385e-01
1.520000000000000000e+02,6.314260000000000428e-01,7.754360000000000142e-01,2.898802917964586334e-01
3.570000000000000000e+02,6.332379999999999676e-01,7.739570000000000061e-01,2.922175602064324140e-01
2.020000000000000000e+02,6.332379999999999676e-01,7.739570000000000061e-01,2.922175602064324140e-01
2.720000000000000000e+02,6.347390000000000532e-01,7.727260000000000240e-01,2.941572185022832131e-01
4.130000000000000000e+02,6.381890000000000063e-01,7.698789999999999800e-01,2.986261448065121726e-01
5.100000000000000000e+02,6.401839999999999753e-01,7.682210000000000427e-01,3.012174608102922702e-01
7.800000000000000000e+01,6.426119999999999610e-01,7.661919999999999842e-01,3.043779942899945690e-01
2.150000000000000000e+02,6.441360000000000419e-01,7.649110000000000076e-01,3.063663238951043200e-01
5.040000000000000000e+02,6.459420000000000162e-01,7.633860000000000090e-01,3.087268248144303673e-01
3.770000000000000000e+02,6.507910000000000084e-01,7.592569999999999597e-01,3.150857307622799697e-01
3.780000000000000000e+02,6.507910000000000084e-01,7.592569999999999597e-01,3.150857307622799697e-01
6.700000000000000000e+01,6.529399999999999649e-01,7.574100000000000277e-01,3.179143779384630553e-01
8.000000000000000000e+00,6.536199999999999788e-01,7.568230000000000235e-01,3.188110062858557359e-01
1.970000000000000000e+02,6.561789999999999567e-01,7.546059999999999990e-01,3.221901539106990509e-01
2.260000000000000000e+02,6.579190000000000316e-01,7.530890000000000084e-01,3.244936863515220926e-01
3.400000000000000000e+02,6.585050000000000070e-01,7.525770000000000515e-01,3.252701584129720769e-01
2.390000000000000000e+02,6.643639999999999546e-01,7.474089999999999900e-01,3.330637142905242265e-01
2.400000000000000000e+02,6.643639999999999546e-01,7.474089999999999900e-01,3.330637142905242265e-01
4.050000000000000000e+02,6.678110000000000435e-01,7.443309999999999649e-01,3.376721328182116788e-01
1.630000000000000000e+02,6.693339999999999845e-01,7.429609999999999825e-01,3.397145140805731822e-01
2.500000000000000000e+01,6.736299999999999510e-01,7.390689999999999760e-01,3.454927838045245836e-01
1.460000000000000000e+02,6.742690000000000072e-01,7.384849999999999470e-01,3.463554237860293483e-01
2.180000000000000000e+02,6.751580000000000359e-01,7.376730000000000231e-01,3.475552904114681541e-01
3.970000000000000000e+02,6.764050000000000340e-01,7.365300000000000180e-01,3.492408408605728876e-01
3.620000000000000000e+02,6.794369999999999576e-01,7.337339999999999973e-01,3.533497130676632181e-01
5.260000000000000000e+02,6.816499999999999782e-01,7.316789999999999683e-01,3.563576595795296953e-01
3.890000000000000000e+02,6.819659999999999611e-01,7.313840000000000341e-01,3.567881452795200747e-01
2.800000000000000000e+01,6.834240000000000315e-01,7.300210000000000310e-01,3.587755903305016592e-01
