208,25,50,9,1274,168,380,0.442,54,147,0.367,114,233,0.489,0.513,91,117,0.778,31,120,151,145,42,17,52,98,481
209,39,49,46,1378,201,451,0.446,14,53,0.264,187,398,0.47,0.461,83,109,0.761,29,142,171,107,41,29,65,88,499
210,24,39,8,551,82,165,0.497,0,3,0,82,162,0.506,0.497,30,47,0.638,61,125,186,16,14,27,31,71,194
211,31,48,31,1237,122,295,0.414,47,136,0.346,75,159,0.472,0.493,25,32,0.781,11,90,101,132,38,11,58,100,316
212,24,5,0,39,2,13,0.154,0,6,0,2,7,0.286,0.154,0,0,,0,3,3,6,0,0,2,1,4
213,21,65,65,2196,360,834,0.432,65,171,0.38,295,663,0.445,0.471,94,120,0.783,57,155,212,290,103,18,135,137,879
214,27,39,8,522,46,84,0.548,0,0,,46,84,0.548,0.548,39,75,0.52,34,48,82,9,5,17,35,78,131
215,21,15,0,88,8,24,0.333,1,3,0.333,7,21,0.333,0.354,3,5,0.6,3,11,14,7,4,3,2,3,20
216,25,11,11,348,57,103,0.553,0,1,0,57,102,0.559,0.553,22,30,0.733,26,51,77,24,10,14,16,21,136
217,23,8,0,22,1,4,0.25,0,1,0,1,3,0.333,0.25,3,4,0.75,2,3,5,0,0,0,1,1,5
218,26,54,54,2070,416,726,0.573,0,7,0,416,719,0.579,0.573,281,572,0.491,200,585,785,104,81,116,175,159,1113
219,31,43,18,991,144,361,0.399,9,37,0.243,135,324,0.417,0.411,75,97,0.773,39,119,158,50,32,10,53,91,372
220,38,28,0,190,17,55,0.309,0,0,,17,55,0.309,0.309,8,10,0.8,18,29,47,10,4,1,20,18,42
